Team1Ban1,Team2Ban1,Team1Ban2,Team2Ban2,Team1Ban3,Team2Ban3,Team1Pick1,Team2Pick1,Team2Pick2,Team1Pick2,Team1Pick3,Team2Pick3,Team2Ban4,Team1Ban4,Team2Ban5,Team1Ban5,Team2Pick4,Team1Pick4,Team1Pick5,Team2Pick5
Taliyah,Aatrox,Camille,Tahm Kench,Darius,Cho'Gath,Rakan,Alistar,Trundle,Ezreal,Ryze,Zoe,Kindred,Tristana,Gragas,Varus,Kai'Sa,Sejuani,Gnar,Yasuo
Taliyah,Aatrox,Camille,Tahm Kench,Swain,Braum,Rakan,Nocturne,Orianna,Trundle,Ezreal,Dr. Mundo,Gnar,Alistar,Cho'Gath,Shen,Morgana,Kled,LeBlanc,Sivir
Taliyah,Aatrox,Darius,Tahm Kench,Camille,Cho'Gath,Trundle,Rakan,Nidalee,Leona,Lucian,Ryze,LeBlanc,Xayah,Zoe,Gnar,Ezreal,Ornn,Cassiopeia,Jarvan IV
Taliyah,Aatrox,Kai'Sa,Akali,Urgot,Sivir,Irelia,Xayah,Rakan,Ezreal,Swain,LeBlanc,Braum,Nocturne,Lee Sin,Ornn,Xin Zhao,Alistar,Elise,Kled
Taliyah,Aatrox,Kindred,Dr. Mundo,Alistar,Swain,Rakan,Nocturne,Zoe,Sejuani,Yasuo,Shen,Ornn,Gangplank,Vladimir,Fiora,Lucian,Camille,Xayah,Jax
Taliyah,Aatrox,Neeko,Akali,Olaf,Camille,Irelia,Sejuani,Renekton,Gragas,Kennen,Yuumi,Lux,Sylas,Nautilus,Ryze,Jax,Sona,Taric,Ezreal
Taliyah,Aatrox,Swain,Ezreal,Camille,Tahm Kench,Rakan,Alistar,Trundle,Xayah,LeBlanc,Kai'Sa,Xin Zhao,Ryze,Kindred,Kassadin,Ornn,Gragas,Gnar,Vladimir
Taliyah,Aatrox,Swain,Ezreal,Gragas,Tahm Kench,Rakan,Alistar,Camille,Trundle,Xayah,Kai'Sa,Ryze,Gnar,LeBlanc,Zoe,Ornn,Cho'Gath,Yasuo,Vladimir
Taliyah,Aatrox,Swain,Ezreal,Yasuo,Rakan,Trundle,Varus,Tahm Kench,Ryze,Braum,Camille,Miss Fortune,LeBlanc,Xayah,Gangplank,Gnar,Cho'Gath,Sivir,Orianna
Taliyah,Aatrox,Zoe,Ezreal,Kalista,Karma,Sylas,Gragas,Qiyana,Renekton,Vladimir,Corki,Alistar,Yuumi,Nautilus,Tahm Kench,Braum,Rakan,Kai'Sa,Xayah
Taliyah,Aatrox,Zoe,Ezreal,Qiyana,Karma,Tristana,Gragas,Yuumi,Sylas,Alistar,Sivir,Xayah,Yasuo,Kai'Sa,Irelia,Corki,Vayne,Akali,Renekton
Taliyah,Aatrox,Zoe,Karma,Kalista,Ezreal,Sylas,Gragas,Qiyana,Jarvan IV,Kai'Sa,Tahm Kench,Nautilus,Varus,Alistar,Ashe,Vladimir,Lissandra,Braum,Xayah
Taliyah,Akali,Rakan,Aatrox,Kindred,Sejuani,Braum,Trundle,Varus,Gragas,Ezreal,Ryze,Yasuo,Alistar,Rumble,Kennen,Thresh,Gnar,Vel'Koz,Jarvan IV
Taliyah,Azir,Annie,Varus,Poppy,Neeko,Pantheon,Rumble,Yunara,Orianna,Aurora,Galio,Kai'Sa,Wukong,Corki,Jarvan IV,Alistar,Xayah,Rakan,Trundle
Taliyah,Azir,Gwen,Yunara,Syndra,Orianna,Varus,Ryze,Pantheon,Wukong,Annie,Rumble,K'Sante,Sivir,Ambessa,Jhin,Alistar,Aatrox,Braum,Ezreal
Taliyah,Azir,Varus,Yone,Ambessa,Gwen,Wukong,Xayah,Rakan,Corki,Rell,Ryze,Renekton,Vi,Ahri,Nocturne,Poppy,Orianna,Yorick,Irelia
Taliyah,Azir,Vi,Yunara,Trundle,Orianna,Gwen,Ambessa,Xin Zhao,Poppy,Syndra,Viktor,Nautilus,Draven,Rell,Corki,Rakan,Xayah,Leona,Sivir
Taliyah,Azir,Yone,Yunara,Aurora,Pantheon,Wukong,Annie,Vi,Galio,Rumble,Ambessa,Bard,Neeko,Xayah,Alistar,Varus,Sivir,Poppy,Nautilus
Taliyah,Bard,Ambessa,Azir,Alistar,Lucian,Yunara,Wukong,Annie,Viktor,Skarner,Rakan,Lulu,Ziggs,Nautilus,Xayah,Jhin,Yorick,Tahm Kench,K'Sante
Taliyah,Caitlyn,Elise,Galio,Zac,Kalista,Rek'Sai,Varus,Sejuani,Rumble,Karma,Camille,Kog'Maw,Orianna,Xayah,Kassadin,Thresh,Ashe,Braum,Cassiopeia
Taliyah,Caitlyn,Kalista,Zac,Braum,Kog'Maw,Galio,Rek'Sai,Thresh,Sejuani,Rakan,Rumble,Xayah,Jayce,Jarvan IV,Cassiopeia,Varus,Twitch,Kled,Corki
Taliyah,Caitlyn,Thresh,Zac,Rek'Sai,Orianna,Maokai,Kalista,Elise,Jarvan IV,Tristana,Lucian,Cassiopeia,Rumble,Syndra,Cho'Gath,Renekton,Alistar,Viktor,Braum
Taliyah,Elise,Varus,Zac,LeBlanc,Kog'Maw,Galio,Shen,Ashe,Thresh,Kalista,Leona,Kassadin,Jayce,Lee Sin,Cassiopeia,Graves,Kha'Zix,Rumble,Ahri
Taliyah,Galio,Graves,Camille,Elise,Kennen,Rengar,Ashe,Lee Sin,Karma,Nautilus,Malzahar,Lulu,Syndra,Zyra,Orianna,Gragas,Jhin,Tahm Kench,LeBlanc
Taliyah,Galio,Graves,Camille,Elise,Kennen,Rengar,Ashe,Lee Sin,Karma,Nautilus,Malzahar,Lulu,Gragas,Zyra,Shen,Rumble,Jhin,Tahm Kench,LeBlanc
Taliyah,Galio,Graves,Camille,Elise,Rengar,Lee Sin,Jayce,Ivern,Nautilus,Karma,Gragas,Viktor,Caitlyn,Ryze,Ashe,Varus,Jhin,Lulu,Zyra
Taliyah,Heimerdinger,Kai'Sa,Alistar,Urgot,Aatrox,Akali,Xayah,Gragas,Tahm Kench,Jhin,Sion,Olaf,Rakan,Irelia,Lissandra,Braum,Nocturne,Camille,Galio
Taliyah,Heimerdinger,Yasuo,Nocturne,Aatrox,Zoe,Morgana,Kindred,Vladimir,Braum,Kai'Sa,Lulu,Ornn,Darius,Tahm Kench,Kennen,Shen,Poppy,Rakan,Lucian
Taliyah,Heimerdinger,Yasuo,Nocturne,Kindred,Zoe,Aatrox,Renekton,Vladimir,Braum,Kai'Sa,Rumble,Morgana,Alistar,Tahm Kench,Sejuani,Rakan,Karma,Shen,Pantheon
Taliyah,Irelia,Karma,Camille,Yuumi,Mordekaiser,Lux,Thresh,Xin Zhao,Renekton,Ezreal,Kalista,Rek'Sai,Qiyana,Sejuani,Kennen,Sion,Olaf,Akali,Azir
Taliyah,Jarvan IV,Qiyana,Kindred,Nautilus,Rek'Sai,Yuumi,Olaf,Sylas,Xin Zhao,Lucian,Vladimir,Aatrox,Lux,Zoe,Kalista,Thresh,Corki,Akali,Xayah
Taliyah,Kalista,Elise,Kog'Maw,Tristana,Xayah,Alistar,Jarvan IV,Gragas,Sejuani,Caitlyn,Thresh,Vladimir,Varus,LeBlanc,Vayne,Lucian,Corki,Rumble,Orianna
Taliyah,Kalista,Jarvan IV,Xayah,Kog'Maw,Cassiopeia,Tristana,Janna,Varus,Sejuani,Rakan,Gragas,Gnar,Jayce,Shen,Trundle,Galio,Syndra,Maokai,Nasus
Taliyah,Karma,Aatrox,LeBlanc,Akali,Olaf,Kai'Sa,Xayah,Gragas,Nautilus,Evelynn,Renekton,Gangplank,Sylas,Pantheon,Zoe,Shen,Jax,Jayce,Tristana
Taliyah,Karma,Corki,Gragas,Aatrox,Irelia,Akali,Kai'Sa,Renekton,Jarvan IV,Gangplank,Nautilus,Morgana,LeBlanc,Yuumi,Vladimir,Olaf,Xayah,Rakan,Ryze
Taliyah,Karma,Corki,Gragas,Akali,Irelia,Sylas,Aatrox,Kai'Sa,Xayah,Rakan,Morgana,Zoe,Rek'Sai,Gangplank,Olaf,Jarvan IV,Kennen,Qiyana,LeBlanc
Taliyah,Karma,Gragas,Xayah,Jayce,Azir,Gnar,Aatrox,Hecarim,Sejuani,Lissandra,Sylas,Kennen,Olaf,Gangplank,Elise,Sona,Sivir,Yuumi,Tahm Kench
Taliyah,Karma,Irelia,Morgana,Qiyana,Yuumi,Corki,Tahm Kench,Ezreal,Lucian,Braum,Olaf,Kindred,Vladimir,Jax,Zoe,Camille,Gragas,Renekton,LeBlanc
Taliyah,Karma,Nautilus,Yuumi,Thresh,Tahm Kench,Sylas,Kai'Sa,Aatrox,Renekton,Xayah,Jarvan IV,Braum,Alistar,Gragas,Rumble,Leona,Rakan,Akali,Zoe
Taliyah,Kassadin,Kalista,Elise,Twitch,Zac,Kog'Maw,Jarvan IV,Thresh,Cho'Gath,Tahm Kench,Renekton,Galio,Orianna,Rek'Sai,Cassiopeia,Tristana,Gragas,Lucian,Syndra
Taliyah,Kog'Maw,Elise,Kalista,Tristana,Xayah,Alistar,Jarvan IV,Sejuani,Gragas,Caitlyn,Varus,Vladimir,Braum,Maokai,Thresh,LeBlanc,Renekton,Kassadin,Rakan
Taliyah,Nautilus,Lulu,Irelia,Nocturne,Shen,Lucian,Camille,Kai'Sa,Graves,Taric,Lissandra,Vladimir,Alistar,Morgana,Dr. Mundo,Fiddlesticks,Braum,Ornn,Aatrox
Taliyah,Orianna,Camille,Swain,Rakan,Aatrox,Tahm Kench,Trundle,Braum,Gnar,Ashe,Kai'Sa,LeBlanc,Zoe,Galio,Kennen,Ryze,Jarvan IV,Irelia,Ornn
Taliyah,Orianna,Camille,Swain,Shen,Aatrox,Tahm Kench,Rakan,Trundle,Gnar,Ashe,Vladimir,Gragas,Kennen,Kindred,Kai'Sa,Ezreal,Sejuani,LeBlanc,Cho'Gath
Taliyah,Ornn,Varus,Kai'Sa,Olaf,Karma,Morgana,Swain,Trundle,Camille,Zac,Janna,Ryze,Jax,Azir,Shen,Caitlyn,Kog'Maw,Rakan,Fiora
Taliyah,Ornn,Varus,Kai'Sa,Trundle,Karma,Olaf,Swain,Caitlyn,Ryze,Tahm Kench,Morgana,Kog'Maw,Cassiopeia,Ezreal,Gangplank,Sejuani,Ashe,Vladimir,Gnar
Taliyah,Pantheon,Yunara,Wukong,Rumble,Azir,Orianna,Vi,Aurora,Corki,Xin Zhao,Neeko,Bard,Ambessa,Alistar,Gwen,Kai'Sa,Poppy,Renekton,Sion
Taliyah,Qiyana,Gragas,Yuumi,Azir,Xayah,Aatrox,Renekton,Braum,Tahm Kench,Varus,Ezreal,Skarner,Elise,Sejuani,Sylas,Lee Sin,Kennen,Trundle,Corki
Taliyah,Rakan,Cho'Gath,Lulu,Jayce,Elise,Rumble,Kalista,Gragas,Jarvan IV,Tristana,Thresh,Alistar,LeBlanc,Lucian,Camille,Gnar,Cassiopeia,Tahm Kench,Syndra
Taliyah,Rek'Sai,Thresh,Elise,Lucian,Maokai,Gragas,Kalista,Jarvan IV,Xayah,Rakan,Alistar,Gnar,LeBlanc,Shen,Rumble,Renekton,Cho'Gath,Syndra,Orianna
Taliyah,Rumble,Nautilus,Lucian,Yunara,Azir,Ezreal,Ryze,Aphelios,Annie,Poppy,Nocturne,Ambessa,Thresh,Bard,Sion,Braum,K'Sante,Jarvan IV,Yorick
Taliyah,Shen,Malzahar,Kog'Maw,LeBlanc,Graves,Elise,Fizz,Ashe,Renekton,Varus,Rek'Sai,Ekko,Thresh,Ahri,Syndra,Lulu,Nami,Karma,Orianna
Taliyah,Shen,Nocturne,Swain,Zoe,Aatrox,Morgana,Xayah,Rakan,Kled,Ashe,Soraka,Talon,Vladimir,Lissandra,Yasuo,Ryze,Jarvan IV,Rumble,Dr. Mundo
Taliyah,Swain,Rakan,Kai'Sa,Olaf,Ryze,Karma,Varus,Trundle,Sejuani,Kog'Maw,Azir,Sion,Thresh,Camille,Alistar,Ornn,Braum,Shen,Morgana
Taliyah,Swain,Varus,Tahm Kench,Camille,Gnar,Olaf,Sejuani,Xayah,Caitlyn,Galio,Rakan,Morgana,Vladimir,Alistar,Azir,Cassiopeia,Gangplank,Leona,Fiora
Taliyah,Swain,Zoe,Morgana,Rakan,Aatrox,Nocturne,Shen,Camille,Tahm Kench,Kled,Lucian,Ashe,Sejuani,Varus,Dr. Mundo,Gragas,Kai'Sa,Rumble,Ekko
Taliyah,Syndra,LeBlanc,Elise,Kassadin,Fiora,Galio,Zac,Jayce,Jarvan IV,Caitlyn,Rumble,Lee Sin,Jhin,Kled,Thresh,Varus,Camille,Braum,Tahm Kench
Taliyah,Tahm Kench,Camille,Trundle,Swain,Aatrox,Rakan,Alistar,Nocturne,Kindred,Cho'Gath,Zoe,LeBlanc,Darius,Ryze,Gangplank,Ornn,Ezreal,Kassadin,Varus
Taliyah,Tahm Kench,Swain,Aatrox,Gragas,Ezreal,Rakan,Trundle,Alistar,Camille,Ryze,Kled,Xayah,Malphite,Lucian,Ornn,Kai'Sa,Gnar,Tristana,Cho'Gath
Taliyah,Thresh,Kassadin,Shen,Caitlyn,Cassiopeia,Zac,Kog'Maw,Galio,Ashe,Jayce,Kha'Zix,Braum,Lulu,Alistar,Rakan,Karma,Rumble,Bard,Camille
Taliyah,Yasuo,Rakan,Nocturne,Braum,Aatrox,Zoe,Alistar,Camille,Sejuani,Swain,Galio,Darius,Rumble,Gangplank,Dr. Mundo,Ornn,Tahm Kench,Shen,Miss Fortune
Taliyah,Yunara,Rumble,Sion,Maokai,K'Sante,Azir,Ziggs,Ezreal,Kai'Sa,Vi,Wukong,Neeko,Braum,Nautilus,Renekton,Ambessa,Yorick,Rakan,Bard
Taliyah,Yunara,Trundle,Orianna,Vi,Sion,Nautilus,Jinx,Thresh,Ziggs,Yone,Ahri,Skarner,Nocturne,Jayce,Ornn,Jax,Renekton,Maokai,Lee Sin
Taliyah,Yuumi,Zoe,Gragas,Karma,Olaf,Aatrox,Jayce,Tahm Kench,Corki,Ezreal,Ashe,Pyke,Elise,Jarvan IV,Karthus,Vladimir,Braum,Sejuani,Zac
Taliyah,Yuumi,Zoe,Olaf,Karma,Corki,Aatrox,Gragas,Tahm Kench,Ezreal,Sejuani,Qiyana,Renekton,Varus,Braum,Fiora,Sivir,Taric,Jayce,Jax
Taliyah,Zac,Rumble,Caitlyn,Thresh,Kalista,Elise,Ashe,Rek'Sai,Varus,Jarvan IV,Maokai,Blitzcrank,LeBlanc,Janna,Braum,Tahm Kench,Cassiopeia,Brand,Orianna
Taliyah,Zac,Thresh,Galio,Kalista,Nidalee,Lee Sin,Caitlyn,Gragas,Kog'Maw,LeBlanc,Cassiopeia,Braum,Karma,Lulu,Brand,Tahm Kench,Rakan,Renekton,Kennen
Taliyah,Zac,Thresh,Karma,Elise,Lulu,Caitlyn,Galio,Kalista,Tahm Kench,Jarvan IV,Kha'Zix,Nunu &amp; Willump,Rumble,Cassiopeia,Rakan,Kassadin,Gragas,Lucian,Braum
Taliyah,Zoe,Graves,Rakan,Irelia,Singed,Camille,Lucian,Jax,Lulu,Poppy,Alistar,Morgana,Gangplank,Tahm Kench,Dr. Mundo,Darius,Kai'Sa,Braum,Yasuo
Taliyah,Zoe,Jarvan IV,Camille,Sejuani,Azir,Kalista,Kha'Zix,Tahm Kench,Sion,Lee Sin,Vladimir,Taric,Varus,Bard,Kog'Maw,Ryze,Orianna,Alistar,Ezreal
Talon,Aatrox,Darius,Camille,Nocturne,Taliyah,Swain,Morgana,Zoe,Lee Sin,LeBlanc,Dr. Mundo,Kennen,Lucian,Gangplank,Varus,Jarvan IV,Gnar,Shen,Ashe
Talon,Aatrox,Dr. Mundo,Taliyah,Rakan,Kindred,Trundle,Camille,Swain,Tahm Kench,Ezreal,Zoe,LeBlanc,Shen,Ryze,Pyke,Alistar,Orianna,Gangplank,Nocturne
Talon,Aatrox,Galio,Taliyah,Zoe,Sejuani,Swain,Shen,Kindred,Graves,Pyke,Orianna,Darius,Morgana,Kennen,Lucian,Ornn,Irelia,Dr. Mundo,Yasuo
Talon,Aatrox,Sejuani,Taliyah,Swain,Zoe,Kindred,Rakan,Xayah,Morgana,Darius,Gangplank,Ezreal,Skarner,Alistar,Orianna,Trundle,LeBlanc,Shen,Ryze
Talon,Aatrox,Tahm Kench,Swain,Nocturne,Zoe,Taliyah,Camille,Morgana,Kled,Vladimir,Orianna,Trundle,Dr. Mundo,Fiddlesticks,Fiora,Irelia,Xayah,Rakan,Sejuani
Talon,Ashe,Malzahar,Varus,Elise,Syndra,Graves,Lulu,Gragas,Nautilus,Caitlyn,Lee Sin,Thresh,Kog'Maw,Zyra,Ezreal,Lucian,Karma,Taliyah,Vladimir
Talon,Gangplank,Nocturne,Aatrox,Lucian,Karma,Karthus,Mordekaiser,Yuumi,Lux,Sivir,Ezreal,Jayce,Irelia,Neeko,Jax,Rek'Sai,Renekton,Kennen,Fiora
Talon,Gragas,Camille,Rakan,Gangplank,Aatrox,Taliyah,Kindred,Shen,Alistar,Yasuo,LeBlanc,Sejuani,Dr. Mundo,Gnar,Kai'Sa,Swain,Ornn,Graves,Singed
Talon,Graves,Malzahar,Rengar,Elise,Lee Sin,Kha'Zix,Lulu,Rek'Sai,Ashe,Nautilus,Lucian,Karma,Rumble,Thresh,Gragas,Syndra,Taliyah,Zyra,Shen
Talon,Heimerdinger,Swain,Aatrox,Pyke,Nocturne,Taliyah,Zoe,Trundle,Gragas,Shen,Braum,Yasuo,Dr. Mundo,Irelia,Darius,Lucian,Alistar,Brand,Rumble
Talon,LeBlanc,Qiyana,Aatrox,Neeko,Corki,Karma,Sylas,Tahm Kench,Yuumi,Lucian,Varus,Kindred,Nocturne,Jarvan IV,Mordekaiser,Jayce,Kennen,Kha'Zix,Sejuani
Talon,LeBlanc,Qiyana,Aatrox,Tahm Kench,Camille,Karma,Yuumi,Sylas,Kalista,Volibear,Ezreal,Kindred,Sejuani,Graves,Jarvan IV,Jayce,Corki,Kha'Zix,Gragas
Talon,LeBlanc,Qiyana,Aatrox,Tahm Kench,Corki,Karma,Sylas,Kai'Sa,Xayah,Rakan,Mordekaiser,Kha'Zix,Leona,Kindred,Nautilus,Alistar,Sejuani,Camille,Fiora
Talon,Olaf,Sona,Mordekaiser,Irelia,Neeko,Karma,Yuumi,Darius,Lux,Caitlyn,Sivir,Jarvan IV,Gragas,Elise,Sejuani,Rek'Sai,Xin Zhao,LeBlanc,Nocturne
Talon,Rumble,Camille,Lee Sin,Rengar,Malzahar,Zyra,Shen,Karma,Vladimir,Lucian,Caitlyn,Ivern,Orianna,Graves,Kassadin,Kha'Zix,Elise,Nautilus,Anivia
Taric,Jarvan IV,Sylas,Rakan,Tahm Kench,Jayce,Akali,Ryze,Galio,Kai'Sa,Rek'Sai,Irelia,Nautilus,Kalista,Braum,Olaf,Karthus,Shen,Orianna,Lucian
Taric,Jayce,Galio,Akali,Jarvan IV,Rakan,Ryze,Sylas,Rek'Sai,Braum,Kai'Sa,Alistar,LeBlanc,Sivir,Olaf,Lucian,Vayne,Lee Sin,Neeko,Orianna
Taric,Jayce,Galio,Akali,Lucian,Rakan,Ryze,Sylas,Jarvan IV,Lee Sin,Kai'Sa,Braum,LeBlanc,Varus,Nautilus,Ashe,Sivir,Alistar,Syndra,Neeko
Taric,Jayce,Galio,Sylas,Jarvan IV,Akali,Ryze,Rek'Sai,Varus,Rakan,Xayah,Braum,LeBlanc,Syndra,Olaf,Gangplank,Orianna,Kennen,Lee Sin,Neeko
Taric,Jayce,Jarvan IV,Akali,Sylas,Ryze,Rek'Sai,Galio,Kai'Sa,Varus,Tahm Kench,Skarner,LeBlanc,Orianna,Neeko,Lissandra,Kennen,Viktor,Zoe,Lux
Taric,Jayce,Nautilus,Morgana,Galio,Xayah,Akali,Sylas,Rek'Sai,Nidalee,Renekton,Tahm Kench,Draven,Poppy,Thresh,Kennen,Varus,Braum,Vayne,Gangplank
Taric,Morgana,Ryze,Jayce,Nautilus,Akali,Sylas,Xayah,Rakan,Kai'Sa,Galio,Neeko,Renekton,Kennen,Jax,LeBlanc,Rek'Sai,Irelia,Karthus,Poppy
Taric,Rek'Sai,Irelia,Akali,Jayce,Nautilus,Ryze,Sylas,Tahm Kench,Jarvan IV,Galio,Ezreal,Kalista,Olaf,Kai'Sa,Karthus,Lee Sin,Orianna,Lucian,Neeko
Taric,Ryze,Irelia,Akali,Rek'Sai,Sylas,Jayce,Tahm Kench,Jarvan IV,Elise,Braum,Varus,Kalista,Vladimir,Ezreal,Neeko,Pyke,Azir,Miss Fortune,LeBlanc
Taric,Ryze,Irelia,Jayce,Pyke,Sylas,Akali,Jarvan IV,Tahm Kench,Rakan,Xayah,Neeko,Kennen,Gangplank,Syndra,LeBlanc,Vladimir,Lee Sin,Zoe,Vayne
Taric,Ryze,Nautilus,Jayce,Akali,Irelia,Sylas,Galio,Jarvan IV,Ezreal,Braum,Neeko,Rek'Sai,Zoe,Lee Sin,Gangplank,Kai'Sa,Kennen,Olaf,Vladimir
Taric,Sejuani,Zoe,Yasuo,Olaf,Jayce,Gragas,Yuumi,Sylas,Aatrox,Lux,Renekton,Kalista,LeBlanc,Caitlyn,Neeko,Sivir,Kai'Sa,Irelia,Mordekaiser
Taric,Sejuani,Zoe,Yasuo,Olaf,Lux,Gragas,Yuumi,Renekton,Aatrox,Nautilus,Sylas,Kalista,Mordekaiser,Kai'Sa,Neeko,Sivir,Xayah,Irelia,Fiora
Taric,Taliyah,Vladimir,Camille,Draven,Kennen,Lucian,Lulu,Alistar,Zoe,Graves,Kai'Sa,Fiddlesticks,Nocturne,Renekton,Xin Zhao,Lee Sin,Braum,Aatrox,Jax
Taric,Zoe,Swain,Camille,Vladimir,Lulu,Nocturne,Graves,Braum,Dr. Mundo,Shen,Aatrox,Draven,Tahm Kench,Taliyah,Rakan,Kai'Sa,Lucian,Irelia,Alistar
Thresh,Akali,Alistar,Rakan,Urgot,Aatrox,Irelia,Sion,Kai'Sa,Braum,Sivir,Lissandra,Ornn,Nocturne,Shen,Xin Zhao,Bard,Lee Sin,Cho'Gath,Poppy
Thresh,Akali,Alistar,Sivir,Urgot,Aatrox,Irelia,Xayah,Rakan,Braum,Ezreal,LeBlanc,Lee Sin,Nocturne,Lissandra,Camille,Sion,Xin Zhao,Swain,Nidalee
Thresh,Akali,Jayce,Lucian,Zoe,Aatrox,Urgot,Lissandra,Olaf,Ryze,Lee Sin,Sion,Yasuo,Galio,Tahm Kench,Draven,Alistar,Braum,Kalista,Kai'Sa
Thresh,Azir,Akali,Urgot,Rakan,Aatrox,Braum,Kai'Sa,Alistar,Lucian,Ornn,Darius,Nocturne,Irelia,Olaf,Yasuo,Skarner,Syndra,Trundle,Ryze
Thresh,Caitlyn,Cassiopeia,Kalista,Jarvan IV,Elise,Tristana,Gnar,Gragas,Janna,Maokai,Orianna,Jayce,Rakan,Syndra,Lulu,Karma,Rumble,Lucian,Ashe
Thresh,Caitlyn,Janna,Taliyah,Elise,Syndra,Zac,Kalista,Maokai,Cho'Gath,Alistar,Orianna,Tristana,Gnar,Varus,Rek'Sai,Trundle,Lucian,LeBlanc,Jarvan IV
Thresh,Caitlyn,Janna,Taliyah,Zac,Syndra,Elise,Kalista,Maokai,Alistar,Jayce,Cho'Gath,Tristana,Orianna,Kog'Maw,Galio,Rakan,Varus,Gnar,Cassiopeia
Thresh,Caitlyn,Jayce,Zac,Elise,Cho'Gath,Braum,Maokai,Kalista,Sejuani,Varus,Alistar,Cassiopeia,Orianna,Renekton,Gnar,Corki,Syndra,Jarvan IV,Jax
Thresh,Caitlyn,Rakan,Elise,Rengar,Shen,Zac,Gragas,Kalista,Alistar,Tristana,Morgana,Syndra,Gnar,LeBlanc,Nasus,Renekton,Lucian,Rumble,Taliyah
Thresh,Caitlyn,Rakan,Elise,Zac,Kalista,Jarvan IV,Tristana,Warwick,Varus,Gnar,Janna,Lulu,Jayce,Lucian,LeBlanc,Irelia,Kennen,Taliyah,Galio
Thresh,Cassiopeia,Gragas,Lucian,Sejuani,Zoe,Ezreal,Urgot,Olaf,Camille,Sylas,Sivir,Alistar,Braum,Tahm Kench,Akali,Galio,Lissandra,Shen,Corki
Thresh,Elise,Jayce,Zac,Cho'Gath,Sejuani,Caitlyn,Gragas,Varus,Braum,Kha'Zix,Tahm Kench,LeBlanc,Syndra,Renekton,Orianna,Gnar,Taliyah,Jarvan IV,Kassadin
Thresh,Elise,Jayce,Zac,Syndra,Cho'Gath,Caitlyn,Sejuani,Braum,Gragas,Tahm Kench,Kog'Maw,LeBlanc,Gnar,Taliyah,Orianna,Shen,Cassiopeia,Renekton,Viktor
Thresh,Elise,Kennen,Zac,Xayah,Syndra,Galio,Lee Sin,Kalista,Kha'Zix,Twitch,Shen,Gangplank,Taliyah,Rumble,Rakan,Braum,LeBlanc,Lulu,Orianna
Thresh,Elise,Kled,Zac,Nidalee,Galio,Karma,Caitlyn,Lulu,Varus,Syndra,Kassadin,Jayce,Rumble,Fiora,Lee Sin,Kennen,Olaf,Kha'Zix,Gragas
Thresh,Elise,Kog'Maw,Caitlyn,Galio,Zac,Kalista,Rek'Sai,Tristana,Sejuani,Camille,Jax,Rakan,Syndra,Braum,Taliyah,Tahm Kench,Kennen,Kassadin,Cassiopeia
Thresh,Elise,Kog'Maw,Zac,Caitlyn,Galio,Kalista,Rek'Sai,Taliyah,Sejuani,LeBlanc,Twitch,Kennen,Lulu,Blitzcrank,Bard,Janna,Rakan,Jarvan IV,Rumble
Thresh,Elise,Taliyah,Jayce,Kha'Zix,Lee Sin,Galio,Caitlyn,Zac,Jarvan IV,Jhin,Rakan,Kennen,Kassadin,Renekton,Vladimir,Corki,Brand,Jax,Fiora
Thresh,Elise,Taliyah,Kog'Maw,Kayn,Maokai,Zac,Caitlyn,Rumble,Camille,Galio,Cassiopeia,Jhin,Rek'Sai,Varus,Lee Sin,Olaf,Ashe,Bard,Tahm Kench
Thresh,Fiora,Kassadin,Cassiopeia,Elise,Zac,Galio,Caitlyn,Rek'Sai,Kha'Zix,Rumble,Karma,Bard,Kennen,Rakan,Jarvan IV,Kled,Varus,Braum,Lulu
Thresh,Galio,Rek'Sai,Lucian,Ivern,Jayce,Sylas,LeBlanc,Kai'Sa,Karthus,Jarvan IV,Alistar,Tristana,Jax,Jhin,Olaf,Lee Sin,Xayah,Rakan,Vladimir
Thresh,Jayce,LeBlanc,Sylas,Tahm Kench,Akali,Lissandra,Rek'Sai,Kai'Sa,Lee Sin,Yorick,Syndra,Lucian,Jax,Tristana,Irelia,Fiora,Ezreal,Fiddlesticks,Pyke
Thresh,Jayce,Taliyah,Graves,Lulu,Karma,Ivern,Galio,Caitlyn,Ashe,Zyra,Tahm Kench,Gragas,Lee Sin,Shen,Olaf,Rengar,Kennen,Orianna,Rumble
Thresh,Kalista,Orianna,Jarvan IV,Lucian,Tristana,Rakan,Xayah,Gnar,Syndra,Elise,Galio,Sivir,Tahm Kench,Cho'Gath,Alistar,Gragas,Ashe,Camille,Morgana
Thresh,Karma,Taliyah,Kog'Maw,Cho'Gath,Zac,Maokai,Galio,Jarvan IV,Rakan,Xayah,Kalista,Lucian,Braum,Rumble,Orianna,Sejuani,Renekton,Malzahar,Syndra
Thresh,Kog'Maw,Alistar,Kalista,Jarvan IV,Rakan,Xayah,Gragas,Twitch,Cho'Gath,Braum,Taric,Kha'Zix,Syndra,LeBlanc,Kennen,Rumble,Ezreal,Taliyah,Lucian
Thresh,Kog'Maw,Alistar,LeBlanc,Jarvan IV,Kalista,Rakan,Gragas,Tristana,Xayah,Cho'Gath,Lulu,Lucian,Syndra,Taliyah,Kennen,Cassiopeia,Galio,Kha'Zix,Renekton
